"","species","interactions","outdegree","rep"
"144","Plant12",3,15,11
"145","Plant13",3,7,11
"146","Plant14",1,8,11
"147","Plant2",50,13,11
"148","Plant3",27,9,11
"149","Plant4",11,12,11
"150","Plant5",3,15,11
"151","Plant6",22,11,11
"152","Plant7",6,8,11
"153","Plant8",9,15,11
"154","Plant9",6,7,11
"155","Plant1",6,25,12
"156","Plant10",4,7,12
"157","Plant11",12,11,12
"158","Plant12",3,12,12
"159","Plant13",3,4,12
"160","Plant14",1,3,12
"161","Plant2",50,17,12
"162","Plant3",27,17,12
"163","Plant4",11,12,12
"164","Plant5",3,16,12
"165","Plant6",22,11,12
"166","Plant7",6,4,12
"167","Plant8",9,9,12
"168","Plant9",6,10,12
"169","Plant1",6,32,13
"170","Plant10",4,7,13
